review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"This place sucks! We showed up and were told the wait would be an hour and a half. Since there were 20 of us, we were told we could return in 2.5 hours and race. Guaranteed! We found the nearest bar and upon return, we're told it would be another 1.5 hour wait. Lame! So we left and they lost out on $1000!  The girl at the desk sucks on getting and keeping business for this place! Make sure you have reservations and still plan on waiting 2 hours!
",0,"this place sucks! we showed up and were told the wait would be an hour and a half. since there were 20 of us, we were told we could return in 2.5 hours and race. guaranteed! we found the nearest bar and upon return, we are told it would be another 1.5 hour wait. lame! so we left and they lost out on $1000! the girl at the desk sucks on getting and keeping business for this place! make sure you have reservations and still plan on waiting 2 hours!",place suck show tell wait would hour half since 20 us tell could return 2 5 hour race guaranteed find near bar upon return tell would another 1 5 hour wait lame leave lose 1000 girl desk suck get keep business place make sure reservation still plan wait 2 hour,{'value for money': 0.856},{'value for money': 0.856},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"Awesome programming for children's theater! They also run acting classes for children on weekends and during summer camps. My child has participated numerous times and we've seen incredible progress in his talent and skills.
",1,awesome programming for children's theater! they also run acting classes for children on weekends and during summer camps. my child has participated numerous times and we have seen incredible progress in his talent and skills.,awesome programming child theater also run act class child weekend summer camp child participate numerous time see incredible progress talent skill,{'content quality': 0.805},{'content quality': 0.805},{'content quality': 'POSITIVE'},{'content quality': 'POSITIVE'}
"Harbor Athletic Club is great.  We use it all the time - swimming classes for the boys and yoga, pilates, and cardio classes for my wife.  No classes for me, but I still enjoy the club.Membership dues are right in line with other major clubs in the area.Highly recommended!
",1,"harbor athletic club is great. we use it all the time - swimming classes for the boys and yoga, pilates, and cardio classes for my wife. no classes for me, but i still enjoy the club.membership dues are right in line with other major clubs in the area.highly recommended!",harbor athletic club great use time swimming class boy yoga pilate cardio class wife class still enjoy club membership due right line major club area highly recommend,{},{},{},{}
"Ear Wax is THE place to go for buying metal in Madison.  They have a huge selection that spans all sub-genres, definitely with an emphasis on the more extreme sub-genres.  They also have quite a bit of punk, psychobilly, and ambient, although the focus is really on metal.  They also have a good selection of merch (shirts, patches, etc.) although I found the t-shirt selection to be a little skimpy as a person who prefers plain logo T's as opposed to shirts with tons of art on them.  Also, most of the shirts are XL.Ear Wax also has a decent selection of vinyl, DVD's and 'zines, although I've never really checked them out.  The focus is really on CD's.If you are a ""casual"" metal fan who thinks that Slipknot and Trivium are the best the genre has to offer, you will be overwhelmed (and possibly intimidated) upon walking in.  If you aren't a metal fan at all, you won't find anything of interest unless you want a Cannibal Corpse t-shirt for irony purposes.  If you're a die-hard metal fanatic, however, this store is right up your alley.  Every time I go in there I have a hard time limiting myself to only a few purchases because there is so much that catches my eye.  Just about every big metal band is represented, along with a whole bunch that I've never heard of.The price is right (usually around $12 for a CD, $7 used) and the selection is unbeatable.  If you love extreme music, you can't pass up the chance to visit this awesome store.
",1,"ear wax is the place to go for buying metal in madison. they have a huge selection that spans all sub-genres, definitely with an emphasis on the more extreme sub-genres. they also have quite a bit of punk, psychobilly, and ambient, although the focus is really on metal. they also have a good selection of merch (shirts, patches, etc.) although i found the t-shirt selection to be a little skimpy as a person who prefers plain logo t's as opposed to shirts with tons of art on them. also, most of the shirts are xl.ear wax also has a decent selection of vinyl, dvd's and 'zines, although i have never really checked them out. the focus is really on cd's.if you are a ""casual"" metal fan who thinks that slipknot and trivium are the best the genre has to offer, you will be overwhelmed (and possibly intimidated) upon walking in. if you are not a metal fan at all, you will not find anything of interest unless you want a cannibal corpse t-shirt for irony purposes. if you are a die-hard metal fanatic, however, this store is right up your alley. every time i go in there i have a hard time limiting myself to only a few purchases because there is so much that catches my eye. just about every big metal band is represented, along with a whole bunch that i have never heard of.the price is right (usually around $12 for a cd, $7 used) and the selection is unbeatable. if you love extreme music, you cannot pass up the chance to visit this awesome store.",ear wax place go buy metal madison huge selection span sub genre definitely emphasis extreme sub genre also quite bit punk psychobilly ambient although focus really metal also good selection merch shirt patch etc although find shirt selection little skimpy person prefer plain logo oppose shirt ton art also shirt xl ear wax also decent selection vinyl dvd zines although never really check focus really cd casual metal fan think slipknot trivium best genre offer overwhelm possibly intimidate upon walk metal fan find anything interest unless want cannibal corpse shirt irony purpose die hard metal fanatic however store right alley every time go hard time limit purchase much catch eye every big metal band represent along whole bunch never hear price right usually around 12 cd 7 use selection unbeatable love extreme music pass chance visit awesome store,"{'design and aesthetics': 0.843, 'value for money': 0.688, 'content quality': 0.562, 'product quality': 0.457}","{'design and aesthetics': 0.843, 'value for money': 0.688, 'content quality': 0.562, 'product quality': 0.457}","{'design and aesthetics': 'POSITIVE', 'value for money': 'NEGATIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'value for money': 'NEGATIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}"
"Yes. There were lynx kittens. What else do I need to sayParked on street and walked over. Very cool experience. The more time you spend the more you will see. Very cool zoo experience.
",1,yes. there were lynx kittens. what else do i need to sayparked on street and walked over. very cool experience. the more time you spend the more you will see. very cool zoo experience.,yes lynx kitten else need sayparked street walk cool experience time spend see cool zoo experience,{},{},{},{}
"I've tried sushi at all of Pittsburgh's sushi offerings and NONE of them can touch Little Tokyo. Every city has a ""best sushi place"" and this is Pittsburgh's. Hands down. I've enjoyed over 20 meals at Little Tokyo and never once have I experienced bad sushi or bad service.
",1,"i have tried sushi at all of pittsburgh's sushi offerings and none of them can touch little tokyo. every city has a ""best sushi place"" and this is pittsburgh's. hands down. i have enjoyed over 20 meals at little tokyo and never once have i experienced bad sushi or bad service.",try sushi pittsburgh sushi offering none touch little tokyo every city best sushi place pittsburgh hand enjoy 20 meal little tokyo never experience bad sushi bad service,"{'product quality': 0.63, 'content quality': 0.508, 'design and aesthetics': 0.5, 'value for money': 0.459}","{'product quality': 0.63, 'content quality': 0.508, 'design and aesthetics': 0.5, 'value for money': 0.459}","{'product quality': 'NEGATIVE', 'content quality': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'product quality': 'NEGATIVE', 'content quality': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"3 REASONS TO AVOID THIS PLACE1.  The website says, ""Fast Lap races are a true ten minutes on the track!""  --  This is a lie.  We timed all 3 races and each was 6.5 minutes on the button.  What a rip off.2.  The website says, ""The Karts are equipped with Honda 200cc engines which can reach speeds up to 50 mph.""  --  This is a lie.  The karts there are all old and beat to - well, they're bad. Except for 3 of them that actually ripped around that nasty old warehouse at speeds up to 50 mph.Biggest Lie Coming Up3.  The website says, ""Our building's are equipted with state of the art professionally engineered exhaust system's that change the air in our building every 4 to 5 minutes."" -- This is a lie like none other!  If by state of the art, you mean 4 garage doors that are open, then yes, your professionally engineered exhaust system is top notch.  My buddy and I had SERIOUS issues with our throats buring after being in that warehouse for over an hour (Kona Grill's happy hour helped wash down the 4 stroke exhaust that had coated our esophagus - thx Kona).The on track staff is terrbily unprofessional.  The protective jump-suits and gloves are all worn with holes and missing zippersvelcro.  I'll never go back there, and that's coming from a guy with a stack of ""Buy One Race, Get One Free"" cards.Sigh
",0,"3 reasons to avoid this place1. the website says, ""fast lap races are a true ten minutes on the track!"" -- this is a lie. we timed all 3 races and each was 6.5 minutes on the button. what a rip off.2. the website says, ""the karts are equipped with honda 200cc engines which can reach speeds up to 50 mph."" -- this is a lie. the karts there are all old and beat to - well, they are bad. except for 3 of them that actually ripped around that nasty old warehouse at speeds up to 50 mph.biggest lie coming up3. the website says, ""our building's are equipted with state of the art professionally engineered exhaust system's that change the air in our building every 4 to 5 minutes."" -- this is a lie like none other! if by state of the art, you mean 4 garage doors that are open, then yes, your professionally engineered exhaust system is top notch. my buddy and i had serious issues with our throats buring after being in that warehouse for over an hour (kona grill's happy hour helped wash down the 4 stroke exhaust that had coated our esophagus - thanks kona).the on track staff is terrbily unprofessional. the protective jump-suits and gloves are all worn with holes and missing zippersvelcro. i will never go back there, and that is coming from a guy with a stack of ""buy one race, get one free"" cards.sigh",3 reason avoid place1 website say fast lap race true ten minute track lie time 3 race 6 5 minute button rip 2 website say karts equip honda 200cc engine reach speed 50 mph lie karts old beat well bad except 3 actually rip around nasty old warehouse speed 50 mph big lie come up3 website say building equipted state art professionally engineer exhaust system change air building every 4 5 minute lie like none state art mean 4 garage door open yes professionally engineer exhaust system top notch buddy serious issue throat bur warehouse hour kona grill happy hour help wash 4 stroke exhaust coat esophagus thanks kona track staff terrbily unprofessional protective jump suit glove worn hole miss zippersvelcro never go back come guy stack buy one race get one free card sigh,{},{},{},{}
"One of the most wonderful places in the world. Great to go in the winter to feel some humidity and feel better, great for summer to see all the flowers. The gift shop is excellent for any (particularly female) gift occasion. Just a great place to go. Would be great for a date.
",1,"one of the most wonderful places in the world. great to go in the winter to feel some humidity and feel better, great for summer to see all the flowers. the gift shop is excellent for any (particularly female) gift occasion. just a great place to go. would be great for a date.",one wonderful place world great go winter feel humidity feel good great summer see flower gift shop excellent particularly female gift occasion great place go would great date,"{'content quality': 0.513, 'value for money': 0.485, 'design and aesthetics': 0.462}","{'content quality': 0.513, 'value for money': 0.485, 'design and aesthetics': 0.462}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"Homer Simpson: Wait a minute, wait a minute, wait a minute. Lisa, honey, are you saying you're never going to eat any animal again What about baconLisa Simpson: No.Homer Simpson: HamLisa Simpson: No.Homer Simpson: Pork chopsLisa Simpson: Dad! Those all come from the same animal!Homer Simpson: [Chuckles] Yeah, right Lisa. A wonderful, magical animal.The pig is indeed a wonderful, magical animal and Schreiner's Fine Sausage is a wonderful, magical place that offers the full range of porcine products.This is a pork-lover's paradise!  My favorite is the homemade slab bacon because it doesn't taste as salty as bacon you can buy elsewhere.  They will also slice the bacon to your desired thickness.  What could be better  I like my bacon sliced nice and thick (setting number 6) so that the pieces cook up lovely and crisp.  I top my homemade Curried Deviled Eggs with pieces of Schreiner's crispy bacon.  You can also buy the slab bacon if you have a recipe that calls for you to make your own lardons.Schreiner's offers over 60 varieties of homemade sausages.  They feature everything from Bratwurst, Italian and Polish sausages to the hard-to-find items such as: Andouille and Tasso (Cajun); Linguisa (Portuguese); Bangers (English); Chorico (Spanish); Chorizo (Mexican); and Cheese Sausage.They also have homemade lunch meats, hickory-smoked hams and more.Don't overlook their wall of pickles and pantry items.  The Frisch-Gurken baby pickles that the BF and I picked up here are the cutest addition to a relish tray.The pig is a wonderful, magical animal and Schreiner's Fine Sausage is a wonderful, magical place.
",1,"homer simpson: wait a minute, wait a minute, wait a minute. lisa, honey, are you saying you are never going to eat any animal again what about baconlisa simpson: no.homer simpson: hamlisa simpson: no.homer simpson: pork chopslisa simpson: dad! those all come from the same animal!homer simpson: [chuckles] yeah, right lisa. a wonderful, magical animal.the pig is indeed a wonderful, magical animal and schreiner's fine sausage is a wonderful, magical place that offers the full range of porcine products.this is a pork-lover's paradise! my favorite is the homemade slab bacon because it does not taste as salty as bacon you can buy elsewhere. they will also slice the bacon to your desired thickness. what could be better i like my bacon sliced nice and thick (setting number 6) so that the pieces cook up lovely and crisp. i top my homemade curried deviled eggs with pieces of schreiner's crispy bacon. you can also buy the slab bacon if you have a recipe that calls for you to make your own lardons.schreiner's offers over 60 varieties of homemade sausages. they feature everything from bratwurst, italian and polish sausages to the hard-to-find items such as: andouille and tasso (cajun); linguisa (portuguese); bangers (english); chorico (spanish); chorizo (mexican); and cheese sausage.they also have homemade lunch meats, hickory-smoked hams and more.do not overlook their wall of pickles and pantry items. the frisch-gurken baby pickles that the bf and i picked up here are the cutest addition to a relish tray.the pig is a wonderful, magical animal and schreiner's fine sausage is a wonderful, magical place.",homer simpson wait minute wait minute wait minute lisa honey say never go eat animal baconlisa simpson homer simpson hamlisa simpson homer simpson pork chopslisa simpson dad come animal homer simpson chuckle yeah right lisa wonderful magical animal pig indeed wonderful magical animal schreiner fine sausage wonderful magical place offer full range porcine product pork lover paradise favorite homemade slab bacon taste salty bacon buy elsewhere also slice bacon desired thickness could good like bacon slice nice thick set number 6 piece cook lovely crisp top homemade curry devil egg piece schreiner crispy bacon also buy slab bacon recipe call make lardons schreiner offer 60 variety homemade sausage feature everything bratwurst italian polish sausage hard find item andouille tasso cajun linguisa portuguese banger english chorico spanish chorizo mexican cheese sausage also homemade lunch meat hickory smoke ham overlook wall pickle pantry item frisch gurken baby pickle bf pick cut addition relish tray pig wonderful magical animal schreiner fine sausage wonderful magical place,"{'value for money': 0.764, 'content quality': 0.606, 'product quality': 0.473}","{'value for money': 0.764, 'content quality': 0.606, 'product quality': 0.473}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}"
"I used to love Sir Ed's, however my recent visit was bad enough to make it my last. The waitress alone was an example on how you don't treat your patrons. She was irritable and snippy until the check came. Suddenly when it was tip time she was courteous. I wish I'd left her less and overall, I'm a strict 20% tipper. The food was not good either. My fries tasted like fish. The wrap was awful. And it took forever. The only good thing was the beer, but you can get that at better restaurants.
",0,"i used to love sir ed's, however my recent visit was bad enough to make it my last. the waitress alone was an example on how you do not treat your patrons. she was irritable and snippy until the check came. suddenly when it was tip time she was courteous. i wish i would left her less and overall, i am a strict 20% tipper. the food was not good either. my fries tasted like fish. the wrap was awful. and it took forever. the only good thing was the beer, but you can get that at better restaurants.",use love sir ed however recent visit bad enough make last waitress alone example treat patron irritable snippy check come suddenly tip time courteous wish would leave less overall strict 20 tipper food good either fry taste like fish wrap awful take forever good thing beer get good restaurant,"{'value for money': 0.66, 'customer experience': 0.547}","{'value for money': 0.66, 'customer experience': 0.547}","{'value for money': 'NEGATIVE', 'customer experience': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'customer experience': 'NEGATIVE'}"
"I'll start with the disclaimer that I REALLY like the people that work at this place which is downstairs from my work.  The food is always great quality and if you need a last minute ""gift,"" they have wine and many other goodies to make a  basket (which I have done).The happy hour serves local beers and their house wine is only $3.00 which makes it irresistible for a bargain shopper like me (and it's good too).Stop by and say hello to Ally, Pierce, Gloria and Dave - and rest of the gang.  People are not strangers there for long!
",1,"i will start with the disclaimer that i really like the people that work at this place which is downstairs from my work. the food is always great quality and if you need a last minute ""gift,"" they have wine and many other goodies to make a basket (which i have done).the happy hour serves local beers and their house wine is only $3.00 which makes it irresistible for a bargain shopper like me (and it is good too).stop by and say hello to ally, pierce, gloria and dave - and rest of the gang. people are not strangers there for long!",start disclaimer really like people work place downstairs work food always great quality need last minute gift wine many goody make basket happy hour serf local beer house wine 3 00 make irresistible bargain shopper like good stop say hello ally pierce gloria dave rest gang people stranger long,{'value for money': 0.706},{'value for money': 0.706},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
"The food was horrible the service was worse! The woman with dyed short hair acting as hostess is mean n rude! Can't believe I actually spent money there! Won't go bk as long as I am breathin...
",0,the food was horrible the service was worse! the woman with dyed short hair acting as hostess is mean n rude! cannot believe i actually spent money there! will not go bk as long as i am breathin...,food horrible service bad woman dyed short hair act hostess mean n rude believe actually spend money go bk long breathin,{'value for money': 0.753},{'value for money': 0.753},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"dudes and dudettes, this place is amazing. they've got cheese, pepperoni and prosciutto coming out their ears. fresh pasta, homemade pasta sauce and olive oil from the barrel for the taking. they've got frozen dough, pepperoni slices and shredded cheese all next together if you want to bake your own pizzas. when they're not busy go to the deli and find the perfect compliment to whatever wine you've been needing an excuse to drink. the people that work there are the nicest folk that clearly love their jobs. most of them love that i don't know the first thing about anything italian because it gives them a chance to share what it is they specialize in. goods are cheap, fresh and of the highest quality. i hope i'm able to find something similar when i move soon. one of the top 10 reasons i've enjoyed my time in pittsburgh.
",1,"dudes and dudettes, this place is amazing. they have got cheese, pepperoni and prosciutto coming out their ears. fresh pasta, homemade pasta sauce and olive oil from the barrel for the taking. they have got frozen dough, pepperoni slices and shredded cheese all next together if you want to bake your own pizzas. when they are not busy go to the deli and find the perfect compliment to whatever wine you have been needing an excuse to drink. the people that work there are the nicest folk that clearly love their jobs. most of them love that i do not know the first thing about anything italian because it gives them a chance to share what it is they specialize in. goods are cheap, fresh and of the highest quality. i hope i am able to find something similar when i move soon. one of the top 10 reasons i have enjoyed my time in pittsburgh.",dude dudettes place amaze get cheese pepperoni prosciutto come ear fresh pasta homemade pasta sauce olive oil barrel take get frozen dough pepperoni slice shred cheese next together want bake pizza busy go deli find perfect compliment whatever wine need excuse drink people work nice folk clearly love job love know first thing anything italian give chance share specialize good cheap fresh high quality hope able find something similar move soon one top 10 reason enjoy time pittsburgh,"{'product quality': 0.968, 'content quality': 0.796}","{'product quality': 0.968, 'content quality': 0.796}","{'product quality': 'POSITIVE', 'content quality': 'POSITIVE'}","{'product quality': 'POSITIVE', 'content quality': 'POSITIVE'}"
"My mother recently received rehabilitation services from Freedom Plaza. The people that work at Freedom Plaza are very friendly. Beyond that there is very little positive I can say about her experience there. In the 2 weeks of her, supposed, rehabilitation she never walked more than 150 feet. She had been labeled a liability. This is interesting, considering the entire reason she was sent there was to walk and rehabilitate after open heart surgery. She walked more in the hospital ICU than she did at Freedom Plaza.  During her two weeks there she was not showered or bathed one time.  She was continually pulled up out of her recliner by her arms, which is contraindicated after open heart surgery. We met with case management to address our concerns, but none of them were addressed. Case management rarely returned phone calls. I would not send my mom back to Freedom Plaza given the choice. I would not recommend that anyone send their loved one there for rehabilitation. They may do a good job at long term care but they do not do a good job at rehabilitation.
",0,"my mother recently received rehabilitation services from freedom plaza. the people that work at freedom plaza are very friendly. beyond that there is very little positive i can say about her experience there. in the 2 weeks of her, supposed, rehabilitation she never walked more than 150 feet. she had been labeled a liability. this is interesting, considering the entire reason she was sent there was to walk and rehabilitate after open heart surgery. she walked more in the hospital icu than she did at freedom plaza. during her two weeks there she was not showered or bathed one time. she was continually pulled up out of her recliner by her arms, which is contraindicated after open heart surgery. we met with case management to address our concerns, but none of them were addressed. case management rarely returned phone calls. i would not send my mom back to freedom plaza given the choice. i would not recommend that anyone send their loved one there for rehabilitation. they may do a good job at long term care but they do not do a good job at rehabilitation.",mother recently receive rehabilitation service freedom plaza people work freedom plaza friendly beyond little positive say experience 2 week suppose rehabilitation never walk 150 foot label liability interest consider entire reason send walk rehabilitate open heart surgery walk hospital icu freedom plaza two week shower bath one time continually pull recliner arm contraindicate open heart surgery meet case management address concern none address case management rarely return phone call would send mom back freedom plaza give choice would recommend anyone send loved one rehabilitation may good job long term care good job rehabilitation,{},{},{},{}
"Cocky Unfortunate Looking Waitresses Check.Extremely Overpriced Drinks CheckNo Room to Dance in a ""Dance Club CheckMusic that Just Flat Out Sucks Check A Venue that Will Falsely Accuse You of Stealing Glow in the Dark Condoms CheckBouncers that Really Really Wish they Could be Policemen and Make Sure to Act Like They Think They Are CheckBroken Glass Decorating the Floors Waiting to Be Stepped On CheckVIP Tables that Cost More than Vegas Check Lying Management that Wishes they were Working in Hollywood CheckA Nightclub that's not Worth your Money, your Time, or Your Recommendation CheckIf you want all of this and more, go to the Mint in Scottsdale.  It claims to be everything trendy, chill and that you want in a nightclub and if all of the above sounds trendy and chill to you, this is your place.My 20 friends and I between the ages of 22 and 30 had a horrible time at this club and will never consider going back.  As a young adult who has seen her share of bars and nightclubs across the West Coast this was my worst experience ever and this is a place I vow to never return to.
",0,"cocky unfortunate looking waitresses check.extremely overpriced drinks checkno room to dance in a ""dance club checkmusic that just flat out sucks check a venue that will falsely accuse you of stealing glow in the dark condoms checkbouncers that really really wish they could be policemen and make sure to act like they think they are checkbroken glass decorating the floors waiting to be stepped on checkvip tables that cost more than vegas check lying management that wishes they were working in hollywood checka nightclub that is not worth your money, your time, or your recommendation checkif you want all of this and more, go to the mint in scottsdale. it claims to be everything trendy, chill and that you want in a nightclub and if all of the above sounds trendy and chill to you, this is your place.my 20 friends and i between the ages of 22 and 30 had a horrible time at this club and will never consider going back. as a young adult who has seen her share of bars and nightclubs across the west coast this was my worst experience ever and this is a place i vow to never return to.",cocky unfortunate look waitress check extremely overpriced drink checkno room dance dance club checkmusic flat suck check venue falsely accuse steal glow dark condoms checkbouncers really really wish could policeman make sure act like think checkbroken glass decorate floor wait step checkvip table cost vegas check lie management wish work hollywood checka nightclub worth money time recommendation checkif want go mint scottsdale claim everything trendy chill want nightclub sound trendy chill place 20 friend age 22 30 horrible time club never consider go back young adult see share bar nightclub across west coast bad experience ever place vow never return,"{'value for money': 0.941, 'content quality': 0.638}","{'value for money': 0.941, 'content quality': 0.638}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}"
"This place sucks!! I am from Chicago just recently sentenced to the valley, but I will tell you what, the food at this place is as authentic as a three dollar bill!! I mean they were rude, unfriendly, and their food reflected there attitude..it sucked! Owners let me tell you something just because you order a sign that say's ""Chicago style"" and hang it outside doesn't mean that it is and you may be able to trick your Phoenix natives but true chicago folk should know the difference. The reality is that if you were on Clark st. Competing for business you'd last about 10 minutes before you went dark. Your food is bland and nasty. Your employees seem like extras from the movie ""coma"" and look like they could use an FMLA day, and your place is unkempt and dirty. I pray that a white castle opens nearby and steals your handful of customers, it would not be hard. Next time I will take video of the place and the food as well as the staff and their attitude and post it on you tube for those who have any doubt. Finally, try using real Vienna giardinara peppers not your own creation because your way off. By the way, I will post a link to view your county health inspection for all to see!! Have a windy city day buckaroo.
",0,"this place sucks!! i am from chicago just recently sentenced to the valley, but i will tell you what, the food at this place is as authentic as a three dollar bill!! i mean they were rude, unfriendly, and their food reflected there attitude..it sucked! owners let me tell you something just because you order a sign that say's ""chicago style"" and hang it outside does not mean that it is and you may be able to trick your phoenix natives but true chicago folk should know the difference. the reality is that if you were on clark st. competing for business you would last about 10 minutes before you went dark. your food is bland and nasty. your employees seem like extras from the movie ""coma"" and look like they could use an fmla day, and your place is unkempt and dirty. i pray that a white castle opens nearby and steals your handful of customers, it would not be hard. next time i will take video of the place and the food as well as the staff and their attitude and post it on you tube for those who have any doubt. finally, try using real vienna giardinara peppers not your own creation because your way off. by the way, i will post a link to view your county health inspection for all to see!! have a windy city day buckaroo.",place suck chicago recently sentence valley tell food place authentic three dollar bill mean rude unfriendly food reflect attitude suck owner let tell something order sign say chicago style hang outside mean may able trick phoenix native true chicago folk know difference reality clark st compete business would last 10 minute go dark food bland nasty employee seem like extra movie coma look like could use fmla day place unkempt dirty pray white castle open nearby steal handful customer would hard next time take video place food well staff attitude post tube doubt finally try use real vienna giardinara pepper creation way way post link view county health inspection see windy city day buckaroo,"{'design and aesthetics': 0.653, 'value for money': 0.625}","{'design and aesthetics': 0.653, 'value for money': 0.625}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"This is one of the places we miss the most since moving from Pittsburgh. We visit every time we are here during its open months though. A visit a few weeks ago was just as good as ever! I adore their Southside Shakes (half shake half sundae). Their homemade ice cream cookies rock as well! And I love that they put plastic covers with a lip on their ice cream cones. Helps keep little (and big) hands clean while enjoying a cone. Prices can't be beat, the line moves fast, and everyone is always friendly. Will be back the next time we visit for sure!
",1,"this is one of the places we miss the most since moving from pittsburgh. we visit every time we are here during its open months though. a visit a few weeks ago was just as good as ever! i adore their southside shakes (half shake half sundae). their homemade ice cream cookies rock as well! and i love that they put plastic covers with a lip on their ice cream cones. helps keep little (and big) hands clean while enjoying a cone. prices cannot be beat, the line moves fast, and everyone is always friendly. will be back the next time we visit for sure!",one place miss since move pittsburgh visit every time open month though visit week ago good ever adore southside shake half shake half sundae homemade ice cream cooky rock well love put plastic cover lip ice cream cone help keep little big hand clean enjoy cone price beat line move fast everyone always friendly back next time visit sure,"{'value for money': 0.971, 'design and aesthetics': 0.881, 'content quality': 0.84, 'product quality': 0.764, 'customer experience': 0.708}","{'value for money': 0.971, 'design and aesthetics': 0.881, 'content quality': 0.84, 'product quality': 0.764, 'customer experience': 0.708}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE', 'customer experience': 'POSITIVE'}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE', 'customer experience': 'POSITIVE'}"
"I've been to several Dick's sporting good stores and this one is by far one of the worst. A few years ago I took my mountain bike to them for a basic service. Upon picking it up I realized that my high end pedals had been switched with some of the ones they use on their floor. I brought this up to the staff's attention who didn't hesitate in saying that I was wrong and they don't do that. I asked to speak to the manager an nobody was there from the management staff. I asked them to go review their security footage and they said they didn't want to do that either. I took this issue up their corporate ladder and all they did was apologized.I since stopped frequenting them. Sadly due to lack of options from a similar retailer in the areaI had to visit this location again recently, I had a backpack on as I rode there in my motorcycle. I walked in the store and started headed to the department I was needing, I was stopped by a rather unpleasant employee who told me I could not be in the store with a backpack due to recent theft issues. I told her that I had been in other dick's sporting goods and was never made aware of such rule. I also informed her that there was no signage stating that as I walked in the store. She continued to state that I could either give them my backpack or I could leave the store!!!!I told her that neither option worked and that she could inform her security staff to watch me on camera or have someone follow me around as I did not feel comfortable giving them my backpack which had my valuables in it.This brand has high prices and the staff isn't very knowledgeable nor very pleasant. They are definitely missing the point of retail on so many levels it's pathetic.I wish there were other options of stores similar to them in the area.
",0,"i have been to several dick's sporting good stores and this one is by far one of the worst. a few years ago i took my mountain bike to them for a basic service. upon picking it up i realized that my high end pedals had been switched with some of the ones they use on their floor. i brought this up to the staff's attention who did not hesitate in saying that i was wrong and they do not do that. i asked to speak to the manager an nobody was there from the management staff. i asked them to go review their security footage and they said they did not want to do that either. i took this issue up their corporate ladder and all they did was apologized.i since stopped frequenting them. sadly due to lack of options from a similar retailer in the areai had to visit this location again recently, i had a backpack on as i rode there in my motorcycle. i walked in the store and started headed to the department i was needing, i was stopped by a rather unpleasant employee who told me i could not be in the store with a backpack due to recent theft issues. i told her that i had been in other dick's sporting goods and was never made aware of such rule. i also informed her that there was no signage stating that as i walked in the store. she continued to state that i could either give them my backpack or i could leave the store!!!!i told her that neither option worked and that she could inform her security staff to watch me on camera or have someone follow me around as i did not feel comfortable giving them my backpack which had my valuables in it.this brand has high prices and the staff is not very knowledgeable nor very pleasant. they are definitely missing the point of retail on so many levels it is pathetic.i wish there were other options of stores similar to them in the area.",several dick sport good store one far one bad year ago take mountain bike basic service upon pick realize high end pedal switch one use floor bring staff attention hesitate say wrong ask speak manager nobody management staff ask go review security footage say want either take issue corporate ladder apologize since stop frequent sadly due lack option similar retailer areai visit location recently backpack ride motorcycle walk store start head department need stop rather unpleasant employee tell could store backpack due recent theft issue tell dick sport good never make aware rule also inform signage state walk store continue state could either give backpack could leave store tell neither option work could inform security staff watch camera someone follow around feel comfortable give backpack valuable brand high price staff knowledgeable pleasant definitely miss point retail many level pathetic wish option store similar area,{},{},{},{}
