review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"My uncle Rick is a member of this church so when my grandfather passed away, naturally, he wanted to do a memorial to Grandpa at his place of worship. I'm not a religious person but I did come here one other time with my uncle (I took a world religions class and Rick took me here). My first impression is that its such a beautiful church with symbols of various religious icons and a laid back atmosphere. The people seem to genuinely love it here and feel comfortable being in the presence of their pastor() Rev. Mitzi Lynton. She was well spoken, not pushy and not saying ""God this and Jesus that"". She told the congregation ,my family, to take a deep breath and say your own prayer for him as he was a father,husband, brother, grandfather, brother-in-law, father-in-law etc...you get the idea. I found that t o be super. They put up a few appetizers with water, tea and wine and gave our family room to mingle and greet eachother etc..The girls who helped were on top of everything! They respect one anothers  faith and belief system. I definately think i will be going back and checking out a real service. Thanks to my uncles friends who helped with everything from food, song choices, flowers and loving support.
",1,"my uncle rick is a member of this church so when my grandfather passed away, naturally, he wanted to do a memorial to grandpa at his place of worship. i am not a religious person but i did come here one other time with my uncle (i took a world religions class and rick took me here). my first impression is that its such a beautiful church with symbols of various religious icons and a laid back atmosphere. the people seem to genuinely love it here and feel comfortable being in the presence of their pastor() rev. mitzi lynton. she was well spoken, not pushy and not saying ""god this and jesus that"". she told the congregation ,my family, to take a deep breath and say your own prayer for him as he was a father,husband, brother, grandfather, brother-in-law, father-in-law etc...you get the idea. i found that t o be super. they put up a few appetizers with water, tea and wine and gave our family room to mingle and greet eachother etc..the girls who helped were on top of everything! they respect one anothers faith and belief system. i definately think i will be going back and checking out a real service. thanks to my uncles friends who helped with everything from food, song choices, flowers and loving support.",uncle rick member church grandfather pass away naturally want memorial grandpa place worship religious person come one time uncle take world religion class rick take first impression beautiful church symbol various religious icon lay back atmosphere people seem genuinely love feel comfortable presence pastor rev mitzi lynton well speak pushy say god jesus tell congregation family take deep breath say prayer father husband brother grandfather brother law father law etc get idea find super put appetizer water tea wine give family room mingle greet eachother etc girl help top everything respect one anothers faith belief system definately think go back check real service thanks uncles friend help everything food song choice flower love support,{'design and aesthetics': 0.882},{'design and aesthetics': 0.882},{'design and aesthetics': 'POSITIVE'},{'design and aesthetics': 'POSITIVE'}
"Well, I'd give no stars, however it won't let me.  No where on the website did it indicate a closure at 4 pm today, 121212. When we arrived, an employee told us that they were closing on short notice, and then said the sign had been up for a week.As tourists visiting from out of town, I would expect a notification on the website.  I am disappointed ( my five year old sorely so) that we were unable to do go karts with him.My advice to the management: please post closures on your website.  There are five year olds that count on that information.  Thank you.
",0,"well, i would give no stars, however it will not let me. no where on the website did it indicate a closure at 4 pm today, 121212. when we arrived, an employee told us that they were closing on short notice, and then said the sign had been up for a week.as tourists visiting from out of town, i would expect a notification on the website. i am disappointed ( my five year old sorely so) that we were unable to do go karts with him.my advice to the management: please post closures on your website. there are five year olds that count on that information. thank you.",well would give star however let website indicate closure 4 pm today 121212 arrive employee tell us close short notice say sign week tourist visit town would expect notification website disappoint five year old sorely unable go karts advice management please post closure website five year old count information thank,{},{},{},{}
"Kraynick's Bike Shop is a diamond in the rough... even if the diamond itself seems rough. It's messy sometimes and definitely cramped. But if you can deal with that, it is a great resource for Pittsburgh cyclists. There are six racks in the back where patrons can work on their bikes, and Gerry will sell you the necessary parts at discount rates.Many times I've gone in to fix ""just one quick thing"" and then three hours later I finally leave. It can be intimidating if you don't know much about bike mechanics, but other people there are usually helpful and friendly, and though he doesn't always radiate warmth, Gerry has helped me with a number of issues.In short, a great resource and way to learn a lot and save money if you have the time.
",1,"kraynick's bike shop is a diamond in the rough... even if the diamond itself seems rough. it is messy sometimes and definitely cramped. but if you can deal with that, it is a great resource for pittsburgh cyclists. there are six racks in the back where patrons can work on their bikes, and gerry will sell you the necessary parts at discount rates.many times i have gone in to fix ""just one quick thing"" and then three hours later i finally leave. it can be intimidating if you do not know much about bike mechanics, but other people there are usually helpful and friendly, and though he does not always radiate warmth, gerry has helped me with a number of issues.in short, a great resource and way to learn a lot and save money if you have the time.",kraynick bike shop diamond rough even diamond seem rough messy sometimes definitely cramp deal great resource pittsburgh cyclist six rack back patron work bike gerry sell necessary part discount rate many time go fix one quick thing three hour later finally leave intimidate know much bike mechanic people usually helpful friendly though always radiate warmth gerry help number issue short great resource way learn lot save money time,"{'value for money': 0.897, 'content quality': 0.658, 'product quality': 0.501}","{'value for money': 0.897, 'content quality': 0.658, 'product quality': 0.501}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'product quality': 'POSITIVE'}"
"Phipps Conservatory is another one of the many outstanding cultural amenities in Pittsburgh.  I wonder if my fellow natives realize the wealth of culture this city has.Anyway, I took a week's worth of annual leave from work and decided to make the must of our cultural institutions.  So I asked my friend Marla, a stay-at-home mom if she'd like to join me here for a day.  Marla practically dialed her mother to ask her to babysit even before I was done talking to her!One thing I like is that if you only have a little bit of time, you can visit the Sustainable Perennial Gardens, right around the dome of the Phipps.  I believe that you can visit this part for free.  But the Sustainable Perennial Gardens shows you how you can plant flowers and plants that require little water, fertilizer, and pesticides.It would be too hard for me to list all of the rooms that Phipps has.  I guess my favorite is the Fern Room, which has a lot of prehistoric plants and tree ferns, many of which have been around since the time of the dinosaurs.  I also enjoy the Tropical Fruit Spice Room and the Tropical Forest Conservatory.  It is in these rooms that we are reminded of one of the reasons that the rainforests are so so important to us.  Not only is the biodiversity so great, but we get so many of our fruits and spices from them.  Take a moment to deeply inhale this fragrant room!  We also get so many medicines from the rainforest and this place has a research lab and a ""Healer's Hut"".Marla's favorite exhibits are the Desert Room and the Japanese Courtyard Garden.  I can see her point.  Japanese gardens are intended to be places of tranquility.  The Phipps also has a huge outdoor garden and I'm glad that we had the nice weather last week.  It gave us one last chance to walk through the walkways and the beautiful fountains before they're closed for the winter.Oh, and we saw this guest speaker http:www.youtube.comwatchv=o7Ixe95CZOE  I'M JUST KIDDING!  But seriously, the Phipps can be a wonderful, colorful, and relaxing way to spend the day.  Even if you don't have a ""green thumb"", you'll find something to like here!
",1,"phipps conservatory is another one of the many outstanding cultural amenities in pittsburgh. i wonder if my fellow natives realize the wealth of culture this city has.anyway, i took a week's worth of annual leave from work and decided to make the must of our cultural institutions. so i asked my friend marla, a stay-at-home mom if she would like to join me here for a day. marla practically dialed her mother to ask her to babysit even before i was done talking to her!one thing i like is that if you only have a little bit of time, you can visit the sustainable perennial gardens, right around the dome of the phipps. i believe that you can visit this part for free. but the sustainable perennial gardens shows you how you can plant flowers and plants that require little water, fertilizer, and pesticides.it would be too hard for me to list all of the rooms that phipps has. i guess my favorite is the fern room, which has a lot of prehistoric plants and tree ferns, many of which have been around since the time of the dinosaurs. i also enjoy the tropical fruit spice room and the tropical forest conservatory. it is in these rooms that we are reminded of one of the reasons that the rainforests are so so important to us. not only is the biodiversity so great, but we get so many of our fruits and spices from them. take a moment to deeply inhale this fragrant room! we also get so many medicines from the rainforest and this place has a research lab and a ""healer's hut"".marla's favorite exhibits are the desert room and the japanese courtyard garden. i can see her point. japanese gardens are intended to be places of tranquility. the phipps also has a huge outdoor garden and i am glad that we had the nice weather last week. it gave us one last chance to walk through the walkways and the beautiful fountains before they are closed for the winter.oh, and we saw this guest speaker http:www.youtube.comwatchv=o7ixe95czoe i am just kidding! but seriously, the phipps can be a wonderful, colorful, and relaxing way to spend the day. even if you do not have a ""green thumb"", you will find something to like here!",phipps conservatory another one many outstanding cultural amenity pittsburgh wonder fellow native realize wealth culture city anyway take week worth annual leave work decide make must cultural institution ask friend marla stay home mom would like join day marla practically dial mother ask babysit even talk one thing like little bit time visit sustainable perennial garden right around dome phipps believe visit part free sustainable perennial garden show plant flower plant require little water fertilizer pesticide would hard list room phipps guess favorite fern room lot prehistoric plant tree fern many around since time dinosaur also enjoy tropical fruit spice room tropical forest conservatory room remind one reason rainforest important us biodiversity great get many fruit spice take moment deeply inhale fragrant room also get many medicine rainforest place research lab healer hut marla favorite exhibit desert room japanese courtyard garden see point japanese garden intend place tranquility phipps also huge outdoor garden glad nice weather last week give us one last chance walk walkway beautiful fountain close winter oh saw guest speaker http www youtube comwatchv o7ixe95czoe kid seriously phipps wonderful colorful relax way spend day even green thumb find something like,{'content quality': 0.776},{'content quality': 0.776},{'content quality': 'POSITIVE'},{'content quality': 'POSITIVE'}
"Katie's is great.  They listen to what you say, and they can even fix ingrown toenails.  Wait time has never been more than 15 minutes.  Also, Katie remembers everything about everyone!  I have tried almost every other nail salon within a 3-mile radius, and Katie's truly is the best.
",1,"katie's is great. they listen to what you say, and they can even fix ingrown toenails. wait time has never been more than 15 minutes. also, katie remembers everything about everyone! i have tried almost every other nail salon within a 3-mile radius, and katie's truly is the best.",katie great listen say even fix ingrown toenail wait time never 15 minute also katie remembers everything everyone try almost every nail salon within 3 mile radius katie truly best,{'functionality': 0.611},{'functionality': 0.611},{'functionality': 'POSITIVE'},{'functionality': 'POSITIVE'}
"This place was phenomenal! Had to take a cab from Montreal Centre  to get there, but also accessible by metro.  They speak great English and are very helpful with the menu (they do have an English menu).  We were there to celebrate a 40th Birthday for dinner.  Food was outstanding!  Great ambience and staff extremely friendly and accommodating.  We ordered the raclette  which was divine.  Best meal we had while visiting Montreal! Being able to bring our own wine also made it very affordable.  Love this place and would highly recommend it.
",1,"this place was phenomenal! had to take a cab from montreal centre to get there, but also accessible by metro. they speak great english and are very helpful with the menu (they do have an english menu). we were there to celebrate a 40th birthday for dinner. food was outstanding! great ambience and staff extremely friendly and accommodating. we ordered the raclette which was divine. best meal we had while visiting montreal! being able to bring our own wine also made it very affordable. love this place and would highly recommend it.",place phenomenal take cab montreal centre get also accessible metro speak great english helpful menu english menu celebrate 40th birthday dinner food outstanding great ambience staff extremely friendly accommodate order raclette divine best meal visit montreal able bring wine also make affordable love place would highly recommend,"{'value for money': 0.955, 'content quality': 0.927, 'customer experience': 0.86, 'functionality': 0.614}","{'value for money': 0.955, 'content quality': 0.927, 'customer experience': 0.86, 'functionality': 0.614}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'functionality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'content quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'functionality': 'POSITIVE'}"
"Hyatt's has two extremely strong reasons why you should shop there: Selection and Service.   They have the best selection of firearms, east of the Mississippi river.   And the level of service is unmatched.   There are several ""experienced"" gunsmiths on duty every day and if you need something fixed, it can usually be done while you wait.  The staff knows firearms and won't BS you.  The prices are higher than online, however they will accept a reasonable offer.   And if you are not happy, they will make it right.
",1,"hyatt's has two extremely strong reasons why you should shop there: selection and service. they have the best selection of firearms, east of the mississippi river. and the level of service is unmatched. there are several ""experienced"" gunsmiths on duty every day and if you need something fixed, it can usually be done while you wait. the staff knows firearms and will not bs you. the prices are higher than online, however they will accept a reasonable offer. and if you are not happy, they will make it right.",hyatt two extremely strong reason shop selection service best selection firearm east mississippi river level service unmatched several experienced gunsmith duty every day need something fix usually wait staff know firearm bs price high online however accept reasonable offer happy make right,"{'value for money': 0.835, 'functionality': 0.46}","{'value for money': 0.835, 'functionality': 0.46}","{'value for money': 'POSITIVE', 'functionality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'functionality': 'POSITIVE'}"
"This place is awesome. We can't eat regular store bought brats anymore. Their potato salad is to die for as well.When you walk in you get a strong smell of....well something awesome and smokey and realize behind the register there are smoked something or others hanging right there in front of you. To the left are some grocery items as well as spietzle (sp) and some other items. To the right is the deli counter that holds TONS of meats and other goodies as well as their brats. They have two kinds, from what I have seen, course ground and find ground I believe. I am not sure of the difference since we usually only get the fine ground white ones.They make limited portions of everything since its all fresh, so get there fast for the potato salad.This is our go to for grilling out and its always delicious.
",1,"this place is awesome. we cannot eat regular store bought brats anymore. their potato salad is to die for as well.when you walk in you get a strong smell of....well something awesome and smokey and realize behind the register there are smoked something or others hanging right there in front of you. to the left are some grocery items as well as spietzle (sp) and some other items. to the right is the deli counter that holds tons of meats and other goodies as well as their brats. they have two kinds, from what i have seen, course ground and find ground i believe. i am not sure of the difference since we usually only get the fine ground white ones.they make limited portions of everything since its all fresh, so get there fast for the potato salad.this is our go to for grilling out and its always delicious.",place awesome eat regular store buy brat anymore potato salad die well walk get strong smell well something awesome smokey realize behind register smoked something others hang right front left grocery item well spietzle sp item right deli counter hold ton meat goody well brat two kind see course ground find ground believe sure difference since usually get fine ground white one make limited portion everything since fresh get fast potato salad go grill always delicious,{'value for money': 0.647},{'value for money': 0.647},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
"Went here yesterday to see the drag show with my friend (and fellow transperson) Fenyx.Cruisin had everything I would ever want out of a bar; seedy atmosphere, cheap drinks, a stage, friendly bartenders, and trannies, crossdressers, and drag queens as far as the eye could see. For a moment I felt how Robert Smith must feel whenever he walks into a Hot Topic, or Hulk Hogan in a bandana wholesaler's. But alas, like Torrid and Guitar Center, I inevitably showed up the same day as the token asshole employee whose brief interaction with me would ruin my view of this establishment for all time.While waiting for the show to commence, Fenyx and I went through the back door to take a smoke break, as were a lot of other people. The back door couldn't be shut all the way or it would lock, forcing you to either bang on it until someone heard you over the music or walk around to the other side. So he and I are just standing around, smoking, talking, making sure nobody shuts the door, and out comes the DJ. He steps out, and before even lighting his cigarette, slams the door behind him.""Awwww, man, now you've locked us out,"" we say, playfully.The DJ stands over Fenyx, eyeballing him as he responds with ""Yeah, that's the point. To keep the undesirables out"" before walking off with his cigarette.""What the hell just happened"" I ask.""He thinks we're a straight couple."" I laughed. I searched for a pen. I'd been mistaken for a lot of things in the past, but this was the first time I'd been mistaken as straight. This had to be documented. Fenyx, who is also not straight, was not as amused.I tried to brush the comment aside and we went back inside, where the DJ proceeded to stare down my amigo and I from across the bar. I knew at any moment, a confrontation would escalate, and I was forced to choose between leaving early, missing the drag show, or watch the tension rise to eruption. One of these scenarios carried with it the slight risk of me breaking a newly manicured nail, so naturally, I opted we go back to the Bunkhouse and play darts.I'm sure giving them 1 star for this one incident is petty, but, uh, so is what they did, so it works out, I guess.Oh well. Torrid and Guitar Center seem to do just fine without my business. I'm sure Cruisin 7th will do just fine.
",0,"went here yesterday to see the drag show with my friend (and fellow transperson) fenyx.cruisin had everything i would ever want out of a bar; seedy atmosphere, cheap drinks, a stage, friendly bartenders, and trannies, crossdressers, and drag queens as far as the eye could see. for a moment i felt how robert smith must feel whenever he walks into a hot topic, or hulk hogan in a bandana wholesaler's. but alas, like torrid and guitar center, i inevitably showed up the same day as the token asshole employee whose brief interaction with me would ruin my view of this establishment for all time.while waiting for the show to commence, fenyx and i went through the back door to take a smoke break, as were a lot of other people. the back door could not be shut all the way or it would lock, forcing you to either bang on it until someone heard you over the music or walk around to the other side. so he and i are just standing around, smoking, talking, making sure nobody shuts the door, and out comes the dj. he steps out, and before even lighting his cigarette, slams the door behind him.""awwww, man, now you have locked us out,"" we say, playfully.the dj stands over fenyx, eyeballing him as he responds with ""yeah, that is the point. to keep the undesirables out"" before walking off with his cigarette.""what the hell just happened"" i ask.""he thinks we are a straight couple."" i laughed. i searched for a pen. i would been mistaken for a lot of things in the past, but this was the first time i would been mistaken as straight. this had to be documented. fenyx, who is also not straight, was not as amused.i tried to brush the comment aside and we went back inside, where the dj proceeded to stare down my amigo and i from across the bar. i knew at any moment, a confrontation would escalate, and i was forced to choose between leaving early, missing the drag show, or watch the tension rise to eruption. one of these scenarios carried with it the slight risk of me breaking a newly manicured nail, so naturally, i opted we go back to the bunkhouse and play darts.i am sure giving them 1 star for this one incident is petty, but, uh, so is what they did, so it works out, i guess.oh well. torrid and guitar center seem to do just fine without my business. i am sure cruisin 7th will do just fine.",go yesterday see drag show friend fellow transperson fenyx cruisin everything would ever want bar seedy atmosphere cheap drink stage friendly bartender trannies crossdressers drag queen far eye could see moment felt robert smith must feel whenever walk hot topic hulk hogan bandana wholesaler ala like torrid guitar center inevitably show day token asshole employee whose brief interaction would ruin view establishment time wait show commence fenyx go back door take smoke break lot people back door could shut way would lock force either bang someone heard music walk around side stand around smoke talk make sure nobody shut door come dj step even light cigarette slam door behind awwww man lock us say playfully dj stand fenyx eyeball respond yeah point keep undesirable walk cigarette hell happen ask think straight couple laugh search pen would mistake lot thing past first time would mistake straight document fenyx also straight amuse try brush comment aside go back inside dj proceed stare amigo across bar know moment confrontation would escalate force choose leave early miss drag show watch tension rise eruption one scenario carry slight risk break newly manicure nail naturally opt go back bunkhouse play dart sure give 1 star one incident petty uh work guess oh well torrid guitar center seem fine without business sure cruisin 7th fine,"{'content quality': 0.82, 'design and aesthetics': 0.567, 'value for money': 0.51}","{'content quality': 0.82, 'design and aesthetics': 0.567, 'value for money': 0.51}","{'content quality': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}","{'content quality': 'NEGATIVE', 'design and aesthetics': 'NEGATIVE', 'value for money': 'NEGATIVE'}"
"i wish that every city had a place like this, so that in the dead of winter i could trudge through the snowy streets of boston and walk into a beautiful victorian greenhouse. if you're visiting pittsburgh, phipps should be at the top of your things to see.
",1,"i wish that every city had a place like this, so that in the dead of winter i could trudge through the snowy streets of boston and walk into a beautiful victorian greenhouse. if you are visiting pittsburgh, phipps should be at the top of your things to see.",wish every city place like dead winter could trudge snowy street boston walk beautiful victorian greenhouse visit pittsburgh phipps top thing see,{},{},{},{}
"Let me start this Yelp by saying I've never given the business to a stripper. Are we clear Ok.I'll tell you why this place gets five stars... Because not one but two of the dancers offered to go home with me. One for $250. She said ""If you have $250, we can go somewhere together."" And then she licked my ear and showed me her guns. Her shift was over and she was in street clothes, mind you.So guess what happened next Stripper two (who actually did leave with me - long story) said, ""Gross, some skanky girl licked you and her breath was terrible."" I was embarrassed, yet psychologically removed from that experience.What happened with Stripper two is a great story but I don't know that I want to share it here. But if you go to this club, one piece of advice (Useful alert!): the less attractive dancers require money to leave with you. The self-possessed hotter ones do not. However, if you get her naked in your bed, do no verify pre-coitus that she is not, in fact, a prostitute, because she will leave and call you names as your front door slams behind her. Or so my buddy tells me. Such trifling arrows of human amusement are not found in this man's quiver of irresponsible behavior.
",1,"let me start this yelp by saying i have never given the business to a stripper. are we clear ok.i will tell you why this place gets five stars... because not one but two of the dancers offered to go home with me. one for $250. she said ""if you have $250, we can go somewhere together."" and then she licked my ear and showed me her guns. her shift was over and she was in street clothes, mind you.so guess what happened next stripper two (who actually did leave with me - long story) said, ""gross, some skanky girl licked you and her breath was terrible."" i was embarrassed, yet psychologically removed from that experience.what happened with stripper two is a great story but i do not know that i want to share it here. but if you go to this club, one piece of advice (useful alert!): the less attractive dancers require money to leave with you. the self-possessed hotter ones do not. however, if you get her naked in your bed, do no verify pre-coitus that she is not, in fact, a prostitute, because she will leave and call you names as your front door slams behind her. or so my buddy tells me. such trifling arrows of human amusement are not found in this man's quiver of irresponsible behavior.",let start yelp say never give business stripper clear ok tell place get five star one two dancer offer go home one 250 say 250 go somewhere together lick ear show gun shift street clothes mind guess happen next stripper two actually leave long story say gross skanky girl lick breath terrible embarrass yet psychologically remove experience happen stripper two great story know want share go club one piece advice useful alert less attractive dancer require money leave self possess hot one however get naked bed verify pre coitus fact prostitute leave call names front door slam behind buddy tell trifle arrow human amusement find man quiver irresponsible behavior,{'value for money': 0.737},{'value for money': 0.737},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"This place has unmotivated staff whom are mostly not happy or caring to the residents. Their standards are poor and utterly sad for any human being. Do not waste your breath here.
",0,this place has unmotivated staff whom are mostly not happy or caring to the residents. their standards are poor and utterly sad for any human being. do not waste your breath here.,place unmotivated staff mostly happy care resident standard poor utterly sad human waste breath,{},{},{},{}
"I started going to Modern in June when I moved to Charlotte from the DC area.  My family owns an amazing salon in the DC area so I have very high standards when receiving any salon services.  I've also never gone anywhere else for a haircut so I was a little nervous going somewhere new.When I called to make my first appt, the receptionist was very nice.  She asked about  my budget and what I was looking for.  She also explained their different levels of stylists that I had to choose from.The salon is clean, bright, and smells great (thanks to Aveda products)!  My stylist, Siobhan, is so nice and always does an amazing job!  The front desk staff have always been nice as well.
",1,"i started going to modern in june when i moved to charlotte from the dc area. my family owns an amazing salon in the dc area so i have very high standards when receiving any salon services. i have also never gone anywhere else for a haircut so i was a little nervous going somewhere new.when i called to make my first appt, the receptionist was very nice. she asked about my budget and what i was looking for. she also explained their different levels of stylists that i had to choose from.the salon is clean, bright, and smells great (thanks to aveda products)! my stylist, siobhan, is so nice and always does an amazing job! the front desk staff have always been nice as well.",start go modern june move charlotte dc area family amazing salon dc area high standard receive salon service also never go anywhere else haircut little nervous go somewhere new call make first appt receptionist nice ask budget look also explain different level stylist choose salon clean bright smell great thanks aveda product stylist siobhan nice always amazing job front desk staff always nice well,"{'value for money': 0.864, 'design and aesthetics': 0.862, 'product quality': 0.857, 'content quality': 0.649, 'functionality': 0.561}","{'value for money': 0.864, 'design and aesthetics': 0.862, 'product quality': 0.857, 'content quality': 0.649, 'functionality': 0.561}","{'value for money': 'POSITIVE', 'design and aesthetics': 'NEGATIVE', 'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'functionality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'design and aesthetics': 'NEGATIVE', 'product quality': 'POSITIVE', 'content quality': 'POSITIVE', 'functionality': 'POSITIVE'}"
"I lived in Madison for a couple years. Now that I have moved away, there are a couple things that I sincerely miss. Sausages from Bavaria Sausage Inc are some of those things. This place is amazing. It is outside the main part of the city, but it isn't too far away. Do yourself a favor and purchase some delicious tubular meats from these guys. The cheese is pretty tasty as well.
",1,"i lived in madison for a couple years. now that i have moved away, there are a couple things that i sincerely miss. sausages from bavaria sausage inc are some of those things. this place is amazing. it is outside the main part of the city, but it is not too far away. do yourself a favor and purchase some delicious tubular meats from these guys. the cheese is pretty tasty as well.",live madison couple year move away couple thing sincerely miss sausage bavaria sausage inc thing place amaze outside main part city far away favor purchase delicious tubular meat guy cheese pretty tasty well,"{'product quality': 0.638, 'value for money': 0.478}","{'product quality': 0.638, 'value for money': 0.478}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE'}","{'product quality': 'POSITIVE', 'value for money': 'POSITIVE'}"
"What happened to this place. I have not been here like a year, and everything went down the hill. No more banana breadFirst, Bad Service. We stood up for 5 minutes in front of main door while inside was not crowded. Waiter did not bring us a bread. i had to ask twice. Order was slow. I saw our food waited in the counter at least 10 minutes. I was ready to go and pick it up.Sushi quality was bad. Yakisoba noodle was burned.Well, I used to go this place alot, but I will never go back again. What happened to Japanese culture - Being fast , efficent and respectful I will never come back, there are lots of nice places in nort phoenix. just go check it out like Tokyo lobby, yen sushi. It will worth a drive, and SAYANORA Cherry Blossom
",0,"what happened to this place. i have not been here like a year, and everything went down the hill. no more banana breadfirst, bad service. we stood up for 5 minutes in front of main door while inside was not crowded. waiter did not bring us a bread. i had to ask twice. order was slow. i saw our food waited in the counter at least 10 minutes. i was ready to go and pick it up.sushi quality was bad. yakisoba noodle was burned.well, i used to go this place alot, but i will never go back again. what happened to japanese culture - being fast , efficent and respectful i will never come back, there are lots of nice places in nort phoenix. just go check it out like tokyo lobby, yen sushi. it will worth a drive, and sayanora cherry blossom",happen place like year everything go hill banana breadfirst bad service stand 5 minute front main door inside crowd waiter bring us bread ask twice order slow saw food wait counter least 10 minute ready go pick sushi quality bad yakisoba noodle burn well use go place alot never go back happen japanese culture fast efficent respectful never come back lot nice place nort phoenix go check like tokyo lobby yen sushi worth drive sayanora cherry blossom,"{'product quality': 0.629, 'value for money': 0.508}","{'product quality': 0.629, 'value for money': 0.508}","{'product quality': 'NEGATIVE', 'value for money': 'POSITIVE'}","{'product quality': 'NEGATIVE', 'value for money': 'POSITIVE'}"
"I highly recommend this place, nothing but a positive experience! Need the right person for your hair Someone you can trust and make you feel like a new person Go see Rachel, she is amazing, so much talent! She gave me the hair makeover of my dreams, and I recommend her to anyone!
",1,"i highly recommend this place, nothing but a positive experience! need the right person for your hair someone you can trust and make you feel like a new person go see rachel, she is amazing, so much talent! she gave me the hair makeover of my dreams, and i recommend her to anyone!",highly recommend place nothing positive experience need right person hair someone trust make feel like new person go see rachel amaze much talent give hair makeover dream recommend anyone,{},{},{},{}
"We went to the Men's Wearhouse to outfit our wedding party with tuxes. We worked with Jack, who assisted us beyond our expectations. It turned out that we could buy suits for all of the groomsmen for less than a tux rental would cost. This meant that our wedding party got to keep their suits after the wedding and use them for business or other purposes - they were theirs! Jack assisted us in picking out the perfect shirts and ties, which we gifted to the groomsmen as our wedding gift. I don't think we could have picked out anything ourselves that would have worked as well as what he helped us find.Everyone looked great, and the best part was that they got to walk away from the wedding with a brand new suit, shirt, and tie for less than the price that they would have spent to rent a tux. And I've returned a tux many times after being a part of a wedding party - often not a fun thing to do the morning after before you catch a flight out of town.Jack has continued to be a great resource, alerting me to sales and helping me pick out what's best for my business attire even after wedding. I used to be a solely Brooks Brothers guy when it comes to dress shirts, mainly because I travel a lot and value the non-iron shirts that BB offers (I HATE ironing shirts). But Jack introduced me to lines that Men's Wearhouse carries and the non-iron shirts there are just as good if not better than those at Brooks Brothers. Though a bit pricey at about $85-95shirt normally, Men's Wearhouse offers frequent 2 for 1 sales that make these shirts a bargain at $42-47.I can't speak about anyone other than Jack (he seems to always be there!), but I can't recommend him or this store highly enough. If you are looking to outfit your wedding party, or just in need of some business clothes, talk to him - he will take care of you!
",1,"we went to the men's wearhouse to outfit our wedding party with tuxes. we worked with jack, who assisted us beyond our expectations. it turned out that we could buy suits for all of the groomsmen for less than a tux rental would cost. this meant that our wedding party got to keep their suits after the wedding and use them for business or other purposes - they were theirs! jack assisted us in picking out the perfect shirts and ties, which we gifted to the groomsmen as our wedding gift. i do not think we could have picked out anything ourselves that would have worked as well as what he helped us find.everyone looked great, and the best part was that they got to walk away from the wedding with a brand new suit, shirt, and tie for less than the price that they would have spent to rent a tux. and i have returned a tux many times after being a part of a wedding party - often not a fun thing to do the morning after before you catch a flight out of town.jack has continued to be a great resource, alerting me to sales and helping me pick out what is best for my business attire even after wedding. i used to be a solely brooks brothers guy when it comes to dress shirts, mainly because i travel a lot and value the non-iron shirts that bb offers (i hate ironing shirts). but jack introduced me to lines that men's wearhouse carries and the non-iron shirts there are just as good if not better than those at brooks brothers. though a bit pricey at about $85-95shirt normally, men's wearhouse offers frequent 2 for 1 sales that make these shirts a bargain at $42-47.i cannot speak about anyone other than jack (he seems to always be there!), but i cannot recommend him or this store highly enough. if you are looking to outfit your wedding party, or just in need of some business clothes, talk to him - he will take care of you!",go men wearhouse outfit wed party tux work jack assist us beyond expectation turn could buy suit groomsman less tux rental would cost meant wed party get keep suit wedding use business purpose jack assist us pick perfect shirt tie gift groomsman wed gift think could pick anything would work well help us find everyone looked great best part get walk away wedding brand new suit shirt tie less price would spend rent tux return tux many time part wed party often fun thing morning catch flight town jack continue great resource alert sale help pick best business attire even wed use solely brooks brother guy come dress shirt mainly travel lot value non iron shirt bb offer hate iron shirt jack introduce line men wearhouse carry non iron shirt good good brooks brother though bit pricey 85 95shirt normally men wearhouse offer frequent 2 1 sale make shirt bargain 42 47 speak anyone jack seem always recommend store highly enough look outfit wed party need business clothes talk take care,"{'value for money': 0.913, 'design and aesthetics': 0.824, 'product quality': 0.685}","{'value for money': 0.913, 'design and aesthetics': 0.824, 'product quality': 0.685}","{'value for money': 'NEGATIVE', 'design and aesthetics': 'POSITIVE', 'product quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'design and aesthetics': 'POSITIVE', 'product quality': 'NEGATIVE'}"
