review,class,text_for_models,text_for_stats,detected_aspects,aspects_parsed,aspect_sentiments,sentiments_parsed
"On name alone we HAD to check this place out, just for kicks.Ouch!Bandaids indeed; this place hurts and not in a good way. And you might want to spritz that with some iodine for good measure.I've got no qualms with talent, don't get me wrong; the female form is a beautiful thing to behold in all of its varied curve-tastic shape and form. A woman is a woman is a beautiful woman, and I'm a sucker. By default, naked womanhood warrants an automatic 3-star baseline from me, but the slummy and desperate atmosphere in this dive is a soulsuck for all that dare enter.The squat brick building sits all by its lonesome under a tacky illuminated ""Bandaids Show Lounge"" sign, the surrounding parking lot emanating with ""damn, I'mma get mugged out here"" uncertainty and darkness.Once inside (yes, you go in through a sketchy looking front door that looks as welcoming as the sketchy looking service door), you're met by security and carded; the girls headed for the bar while another friend and myself were subjected to a [sub-standard*] pat down - *sub-standard: the folding knife clipped and visible in my front pocket (CA law) went unnoticed.  A printed ""no sideways caps, no baggysaggy jeans, no long tees"" dress code posted by the door should have been a red flag. Classy!After getting a few beers from the pretty bartender (she was actually really, really good-looking - hottest girl on staff, setting false precedent for what the stage talent would look like), we made our way past shady regulars at the bar with their necks crook'd to the lounge, finding a couple of tables near, but not next to, the center stage.Most of us sat talking and laughing with each other, occasionally glancing at the stage just to see what's up and watching the depraved humanity of the other patrons in the place, mostly empty on a Friday night...... the out-of-towner business man in the dark corner, getting dances from any girl that would come his way.... the mouth-breather waiting with stalker-ish anticipation for a dance with one of the, er, more amply-bossomed strippers.... the table of youngins, dressed exactly how the posted dress code prohibited.Girl after girl (a couple of ""a'ight"" girls, most ""everyday"" girls, and at least one ""is that a girl"" girls) came to the stage, gyrated to cliche strip club music - some exhibiting-gymnast calibre pole skills and limberness - then cruised the showroom floor, peddling their wares with a repeated-to-monotone-perfection ""...would you like a dance  ...would you like a dance"" propositioning. Sales Basics 101: Always Be Closing, rightNone of us partook in the festivities, but two friends in an adjoining party did.  One, quite simply because he was bored and someone paid for it.  The other, a recent migrant from war-torn and fundamentalist Afghanistan, got one of the [few] Barbie-esque dancers who would keep him entranced and occupied for 4-5 songs... and about $100.After a quick 30 minutes, we'd thought we'd seen the whole rotation of ""meh"" talent and skeevy behavior.  And that's when we saw it......the epitome of tacky divey strip club attire......the summation of the Bandaids experience......that's when we saw it... ...The HOOD-KINI*!It was time to leave... quickly. As we braved the parking lot,  it was joke after FirstAid-alluding and Infectious-disease related joke. Automatic hilarity at the mere mention during the rest of our trip.""Band-Aids"", because correlating ""possibility of infection"" and adult entertainment is savvy business sense.____________________Yes, yes.  A hooded bikini.In black and neon. A hood to obscure her face, while thin straps and patches of material covered her naughty bits.  A. Hooded.  Bikini.  If she were gonna take your money, she might as well look the part.
",0,"on name alone we had to check this place out, just for kicks.ouch!bandaids indeed; this place hurts and not in a good way. and you might want to spritz that with some iodine for good measure.i have got no qualms with talent, do not get me wrong; the female form is a beautiful thing to behold in all of its varied curve-tastic shape and form. a woman is a woman is a beautiful woman, and i am a sucker. by default, naked womanhood warrants an automatic 3-star baseline from me, but the slummy and desperate atmosphere in this dive is a soulsuck for all that dare enter.the squat brick building sits all by its lonesome under a tacky illuminated ""bandaids show lounge"" sign, the surrounding parking lot emanating with ""damn, i'mma get mugged out here"" uncertainty and darkness.once inside (yes, you go in through a sketchy looking front door that looks as welcoming as the sketchy looking service door), you are met by security and carded; the girls headed for the bar while another friend and myself were subjected to a [sub-standard*] pat down - *sub-standard: the folding knife clipped and visible in my front pocket (ca law) went unnoticed. a printed ""no sideways caps, no baggysaggy jeans, no long tees"" dress code posted by the door should have been a red flag. classy!after getting a few beers from the pretty bartender (she was actually really, really good-looking - hottest girl on staff, setting false precedent for what the stage talent would look like), we made our way past shady regulars at the bar with their necks crook'd to the lounge, finding a couple of tables near, but not next to, the center stage.most of us sat talking and laughing with each other, occasionally glancing at the stage just to see what is up and watching the depraved humanity of the other patrons in the place, mostly empty on a friday night...... the out-of-towner business man in the dark corner, getting dances from any girl that would come his way.... the mouth-breather waiting with stalker-ish anticipation for a dance with one of the, er, more amply-bossomed strippers.... the table of youngins, dressed exactly how the posted dress code prohibited.girl after girl (a couple of ""a'ight"" girls, most ""everyday"" girls, and at least one ""is that a girl"" girls) came to the stage, gyrated to cliche strip club music - some exhibiting-gymnast calibre pole skills and limberness - then cruised the showroom floor, peddling their wares with a repeated-to-monotone-perfection ""...would you like a dance ...would you like a dance"" propositioning. sales basics 101: always be closing, rightnone of us partook in the festivities, but two friends in an adjoining party did. one, quite simply because he was bored and someone paid for it. the other, a recent migrant from war-torn and fundamentalist afghanistan, got one of the [few] barbie-esque dancers who would keep him entranced and occupied for 4-5 songs... and about $100.after a quick 30 minutes, we would thought we would seen the whole rotation of ""meh"" talent and skeevy behavior. and that is when we saw it......the epitome of tacky divey strip club attire......the summation of the bandaids experience......that is when we saw it... ...the hood-kini*!it was time to leave... quickly. as we braved the parking lot, it was joke after firstaid-alluding and infectious-disease related joke. automatic hilarity at the mere mention during the rest of our trip.""band-aids"", because correlating ""possibility of infection"" and adult entertainment is savvy business sense.____________________yes, yes. a hooded bikini.in black and neon. a hood to obscure her face, while thin straps and patches of material covered her naughty bits. a. hooded. bikini. if she were going to take your money, she might as well look the part.",name alone check place kick ouch bandaids indeed place hurt good way might want spritz iodine good measure get qualm talent get wrong female form beautiful thing behold varied curve tastic shape form woman woman beautiful woman sucker default naked womanhood warrant automatic 3 star baseline slummy desperate atmosphere dive soulsuck dare enter squat brick build sits lonesome tacky illuminated bandaids show lounge sign surround parking lot emanate damn mma get mug uncertainty darkness inside yes go sketchy look front door look welcoming sketchy look service door meet security card girl head bar another friend subject sub standard pat sub standard folding knife clip visible front pocket ca law go unnoticed printed sideways cap baggysaggy jean long tee dress code post door red flag classy get beer pretty bartender actually really really good look hot girl staff set false precedent stage talent would look like make way past shady regular bar neck crook lounge find couple table near next center stage us sit talk laugh occasionally glance stage see watch depraved humanity patron place mostly empty friday night towner business man dark corner get dance girl would come way mouth breather wait stalker ish anticipation dance one er amply bossomed stripper table youngins dress exactly posted dress code prohibit girl girl couple ight girl everyday girl least one girl girl come stage gyrate cliche strip club music exhibit gymnast calibre pole skill limberness cruise showroom floor peddle ware repeat monotone perfection would like dance would like dance proposition sale basic 101 always close rightnone us partake festivity two friend adjoin party one quite simply bore someone pay recent migrant war torn fundamentalist afghanistan get one barbie esque dancer would keep entranced occupy 4 5 song 100 quick 30 minute would think would see whole rotation meh talent skeevy behavior saw epitome tacky divey strip club attire summation bandaids experience saw hood kini time leave quickly brave parking lot joke firstaid alluding infectious disease relate joke automatic hilarity mere mention rest trip band aid correlate possibility infection adult entertainment savvy business sense yes yes hooded bikini black neon hood obscure face thin strap patch material cover naughty bit hood bikini go take money might well look part,"{'design and aesthetics': 0.894, 'content quality': 0.618}","{'design and aesthetics': 0.894, 'content quality': 0.618}","{'design and aesthetics': 'NEGATIVE', 'content quality': 'POSITIVE'}","{'design and aesthetics': 'NEGATIVE', 'content quality': 'POSITIVE'}"
"This is one of the greatest restaurants I have ever been to and I wish to god I had the kind of wit and vocabulary to accurately reflect the really really REALLY good meal I had here.  As soon as i walked in, I felt really special, which sounds corny and laughably pathetic but I'm not kidding...I felt like one of Angelina Jolie's adopted kids...really special.  The host was a chipper fellow who whisked our coats away and took us to our cozy nook on the second tier in full view of the slate waterfall cascading down the full length of the 3 story restaurant.  I was mesmerized.  Our waitress was a sophisticated, demure lady who catered to our every need and helped us navigate the wonderfully creative menu.We were given yummy complimentary scallop appetizers over baby veggies.  My sister and I immediately looked at each other and knew this was gonna be goodddddd...I would spell out every dish and how friggin' awesome it was but I'll post pictures instead...even the one of me crying at the end of the meal.  Be sure to read the captions...The bathroom was gorgeous showcasing cutting-edge design concepts which had me convinced there was a hidden camera shooting me for the next ""Bold look of Kohler"" commercial (in the non-creepiest way...I do realize I'm talking about hidden cameras in a public bathroom).I might have scoffed at my little sister for going to school in a sketchy place like Pittsburgh, but quite honestly, I just need to shut up and visit her more often.
",1,"this is one of the greatest restaurants i have ever been to and i wish to god i had the kind of wit and vocabulary to accurately reflect the really really really good meal i had here. as soon as i walked in, i felt really special, which sounds corny and laughably pathetic but i am not kidding...i felt like one of angelina jolie's adopted kids...really special. the host was a chipper fellow who whisked our coats away and took us to our cozy nook on the second tier in full view of the slate waterfall cascading down the full length of the 3 story restaurant. i was mesmerized. our waitress was a sophisticated, demure lady who catered to our every need and helped us navigate the wonderfully creative menu.we were given yummy complimentary scallop appetizers over baby veggies. my sister and i immediately looked at each other and knew this was going to be goodddddd...i would spell out every dish and how friggin' awesome it was but i will post pictures instead...even the one of me crying at the end of the meal. be sure to read the captions...the bathroom was gorgeous showcasing cutting-edge design concepts which had me convinced there was a hidden camera shooting me for the next ""bold look of kohler"" commercial (in the non-creepiest way...i do realize i am talking about hidden cameras in a public bathroom).i might have scoffed at my little sister for going to school in a sketchy place like pittsburgh, but quite honestly, i just need to shut up and visit her more often.",one great restaurant ever wish god kind wit vocabulary accurately reflect really really really good meal soon walk felt really special sound corny laughably pathetic kid felt like one angelina jolie adopt kid really special host chipper fellow whisk coat away take us cozy nook second tier full view slate waterfall cascade full length 3 story restaurant mesmerize waitress sophisticated demure lady cater every need help us navigate wonderfully creative menu give yummy complimentary scallop appetizer baby veggie sister immediately look know go goodddddd would spell every dish friggin awesome post picture instead even one cry end meal sure read caption bathroom gorgeous showcasing cut edge design concept convince hidden camera shoot next bold look kohler commercial non creepy way realize talk hidden camera public bathroom might scoff little sister go school sketchy place like pittsburgh quite honestly need shut visit often,"{'content quality': 0.583, 'design and aesthetics': 0.46}","{'content quality': 0.583, 'design and aesthetics': 0.46}","{'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'content quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"Bought a Groupon here to try it out, and decided to buy another because we knew we'd come back!Go for dinner, sit outside, and enjoy an amazing view of downtown, something you can't really get from many uptown restaurants. Views of many buildings, but set back from the street, just a really great location for evening.Sushi: they have interesting rolls like ones with sweet potatoes that I've never seen any where else. Really yummy sushi of all types.Drinks: really good mixed drinks and sake! Limited wine and beer.Service: Truly excellent!
",1,"bought a groupon here to try it out, and decided to buy another because we knew we would come back!go for dinner, sit outside, and enjoy an amazing view of downtown, something you cannot really get from many uptown restaurants. views of many buildings, but set back from the street, just a really great location for evening.sushi: they have interesting rolls like ones with sweet potatoes that i have never seen any where else. really yummy sushi of all types.drinks: really good mixed drinks and sake! limited wine and beer.service: truly excellent!",buy groupon try decide buy another know would come back go dinner sit outside enjoy amazing view downtown something really get many uptown restaurant view many building set back street really great location even sushi interest roll like one sweet potato never see else really yummy sushi type drink really good mixed drink sake limited wine beer service truly excellent,"{'content quality': 0.903, 'value for money': 0.899, 'product quality': 0.788, 'design and aesthetics': 0.619, 'functionality': 0.462}","{'content quality': 0.903, 'value for money': 0.899, 'product quality': 0.788, 'design and aesthetics': 0.619, 'functionality': 0.462}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'functionality': 'POSITIVE'}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'functionality': 'POSITIVE'}"
"First time here was Leather and Lace night in Oct. 2009. Finally an adult place to have adult fun. Not a bunch of college kids goofing around and giggling like fetish night at The Cardinal. This was much more mature and so much fun! Everyone friendly. So many beautiful sexy people. Loved the guy in the mesh shirt, hee hee! Ended up getting quite naughty and I cannot wait to return. I thought it was much larger than I expected, with the dance floor in the front, the middle area bar, and then the whole area in the back with two more bars there.Finally I have a place to go play!Kissy
",1,"first time here was leather and lace night in october 2009. finally an adult place to have adult fun. not a bunch of college kids goofing around and giggling like fetish night at the cardinal. this was much more mature and so much fun! everyone friendly. so many beautiful sexy people. loved the guy in the mesh shirt, hee hee! ended up getting quite naughty and i cannot wait to return. i thought it was much larger than i expected, with the dance floor in the front, the middle area bar, and then the whole area in the back with two more bars there.finally i have a place to go play!kissy",first time leather lace night october 2009 finally adult place adult fun bunch college kid goof around giggle like fetish night cardinal much mature much fun everyone friendly many beautiful sexy people love guy mesh shirt hee hee end get quite naughty wait return think much large expect dance floor front middle area bar whole area back two bar finally place go play kissy,"{'design and aesthetics': 0.908, 'content quality': 0.744}","{'design and aesthetics': 0.908, 'content quality': 0.744}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}"
"Such a great store. They stock everything (EVERYTHING), including: cards, hand puppets, necklaces, books, etc... Kards Unlimited seems to take great care in choosing store products for sale. Definitely my favorite store on Walnut.
",1,"such a great store. they stock everything (everything), including: cards, hand puppets, necklaces, books, etc... kards unlimited seems to take great care in choosing store products for sale. definitely my favorite store on walnut.",great store stock everything everything include card hand puppet necklace book etc kards unlimited seem take great care choose store product sale definitely favorite store walnut,{'design and aesthetics': 0.559},{'design and aesthetics': 0.559},{'design and aesthetics': 'POSITIVE'},{'design and aesthetics': 'POSITIVE'}
"My wife booked my son and I for a fatherSon weekend to the GiantsPanthers game. I had no idea a Holiday Inn could be so nice. It offered everything the top hotels had in my years of traveling. The decor, room, location were all 5 stars! The front desk and valet parking were top notch! I needed to charge my phone and iPad before the game and the valet brought my car down so we could sit and charge it. After we were done he parked it again with a smile.We will absolutely be back! Thank you for a wonderful stay!
",1,"my wife booked my son and i for a fatherson weekend to the giantspanthers game. i had no idea a holiday inn could be so nice. it offered everything the top hotels had in my years of traveling. the decor, room, location were all 5 stars! the front desk and valet parking were top notch! i needed to charge my phone and ipad before the game and the valet brought my car down so we could sit and charge it. after we were done he parked it again with a smile.we will absolutely be back! thank you for a wonderful stay!",wife book son fatherson weekend giantspanthers game idea holiday inn could nice offer everything top hotel year travel decor room location 5 star front desk valet parking top notch need charge phone ipad game valet bring car could sit charge park smile absolutely back thank wonderful stay,"{'design and aesthetics': 0.971, 'value for money': 0.95, 'functionality': 0.921, 'content quality': 0.916, 'customer experience': 0.678, 'product quality': 0.674}","{'design and aesthetics': 0.971, 'value for money': 0.95, 'functionality': 0.921, 'content quality': 0.916, 'customer experience': 0.678, 'product quality': 0.674}","{'design and aesthetics': 'POSITIVE', 'value for money': 'POSITIVE', 'functionality': 'NEGATIVE', 'content quality': 'NEUTRAL', 'customer experience': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'value for money': 'POSITIVE', 'functionality': 'NEGATIVE', 'content quality': 'NEUTRAL', 'customer experience': 'POSITIVE', 'product quality': 'POSITIVE'}"
"Even if you don't live in the east Valley, it's worth the time and gas to buy your produce at the Superstition Market in Mesa. The prices are low and for the most part, the quality is good. Today I got cranberries for $0.50 a pound. Sweet potatoes were $0.49 a pound and yellow onions just $0.39 a pound.The markets have weekly specials and prices are rarely what the supermarkets charge for fresh fruit and vegetables. Check them out and start saving on your family's food bills. The staff is friendly and helpful. We eat really well all year, thanks to this market.
",1,"even if you do not live in the east valley, it is worth the time and gas to buy your produce at the superstition market in mesa. the prices are low and for the most part, the quality is good. today i got cranberries for $0.50 a pound. sweet potatoes were $0.49 a pound and yellow onions just $0.39 a pound.the markets have weekly specials and prices are rarely what the supermarkets charge for fresh fruit and vegetables. check them out and start saving on your family's food bills. the staff is friendly and helpful. we eat really well all year, thanks to this market.",even live east valley worth time gas buy produce superstition market mesa price low part quality good today get cranberry 0 50 pound sweet potato 0 49 pound yellow onion 0 39 pound market weekly special price rarely supermarket charge fresh fruit vegetable check start save family food bill staff friendly helpful eat really well year thanks market,"{'value for money': 0.995, 'product quality': 0.989, 'customer experience': 0.908, 'content quality': 0.868}","{'value for money': 0.995, 'product quality': 0.989, 'customer experience': 0.908, 'content quality': 0.868}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'content quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'customer experience': 'POSITIVE', 'content quality': 'POSITIVE'}"
"The only things I have to say.Over packed bowls.Unfriendly people. Over priced poolThe worst thing of allCAMERA'S IN THE BATHROOM!!! I get safety reasons and stuff but that's taking it WAY to far. Disgusting and disturbing...
",0,the only things i have to say.over packed bowls.unfriendly people. over priced poolthe worst thing of allcamera's in the bathroom!!! i get safety reasons and stuff but that is taking it way to far. disgusting and disturbing...,thing say packed bowl unfriendly people price poolthe bad thing allcamera bathroom get safety reason stuff take way far disgust disturb,{'value for money': 0.49},{'value for money': 0.49},{'value for money': 'NEGATIVE'},{'value for money': 'NEGATIVE'}
"I'd heard so much about Postino that I wasn't sure it would live up to the hype. Happily, it did! The atmosphere, the food, and the wine all measure up at Postino, the place that started the uber-urban renaissance at 40th and Campbell.Postino is upscale, but not pretentious. The bruschetta really is out of this world, but the salads are incredible, too. Went there for lunch on a Friday and loved the diversity of the crowd. I also liked it that the noise level was reasonable, even when the place was packed.
",1,"i would heard so much about postino that i was not sure it would live up to the hype. happily, it did! the atmosphere, the food, and the wine all measure up at postino, the place that started the uber-urban renaissance at 40th and campbell.postino is upscale, but not pretentious. the bruschetta really is out of this world, but the salads are incredible, too. went there for lunch on a friday and loved the diversity of the crowd. i also liked it that the noise level was reasonable, even when the place was packed.",would hear much postino sure would live hype happily atmosphere food wine measure postino place start uber urban renaissance 40th campbell postino upscale pretentious bruschetta really world salad incredible go lunch friday love diversity crowd also like noise level reasonable even place pack,"{'design and aesthetics': 0.641, 'content quality': 0.528, 'value for money': 0.473, 'product quality': 0.458}","{'design and aesthetics': 0.641, 'content quality': 0.528, 'value for money': 0.473, 'product quality': 0.458}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}","{'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE'}"
"Top notch golf country club. The course is well maintained year round, the staff is friendly and helpful, they put on classy family friendly events, and all the facilities are kept clean and in working condition. Saturday morning bingo is surprisingly entertaining, especially when you win Magnums of Napa Valley wine ;)
",1,"top notch golf country club. the course is well maintained year round, the staff is friendly and helpful, they put on classy family friendly events, and all the facilities are kept clean and in working condition. saturday morning bingo is surprisingly entertaining, especially when you win magnums of napa valley wine ;)",top notch golf country club course well maintained year round staff friendly helpful put classy family friendly event facility kept clean work condition saturday morning bingo surprisingly entertaining especially win magnum napa valley wine,"{'product quality': 0.867, 'functionality': 0.49}","{'product quality': 0.867, 'functionality': 0.49}","{'product quality': 'POSITIVE', 'functionality': 'POSITIVE'}","{'product quality': 'POSITIVE', 'functionality': 'POSITIVE'}"
"I have been going to Alaric for the past month for peace of mind and guidance. He is a full of helpful knowledge and is a wonderful spirit.  You will feel right at ease with him and he listens without judgment. Since I have been going to the Earth Spirit Center I have felt much more at peace and have gained some helpful skills to use in my everyday life. I know I still have a ways to go but is has been a great beginning.  I will definitely be taking advantage of the other helpful courses at the Earth Spirit Center. Thank you  Alaric for all of your help.
",1,i have been going to alaric for the past month for peace of mind and guidance. he is a full of helpful knowledge and is a wonderful spirit. you will feel right at ease with him and he listens without judgment. since i have been going to the earth spirit center i have felt much more at peace and have gained some helpful skills to use in my everyday life. i know i still have a ways to go but is has been a great beginning. i will definitely be taking advantage of the other helpful courses at the earth spirit center. thank you alaric for all of your help.,go alaric past month peace mind guidance full helpful knowledge wonderful spirit feel right ease listen without judgment since go earth spirit center felt much peace gain helpful skill use everyday life know still way go great beginning definitely take advantage helpful course earth spirit center thank alaric help,{},{},{},{}
"I've been here about 5 times already and every time the boba was really delicious. I'm totally pushing the fresh watermelon slush  right now, it isvery refreshing and DELISH!!!!
",1,"i have been here about 5 times already and every time the boba was really delicious. i am totally pushing the fresh watermelon slush right now, it isvery refreshing and delish!!!!",5 time already every time boba really delicious totally push fresh watermelon slush right isvery refreshing delish,{},{},{},{}
"I love Brennan's!  They have a great beer and cheese selection. The fruit is always fresh and usually the best in the area.  My one compliant is that they are more expensive than other places, but it is worth the extra cost for great products and service.
",1,"i love brennan's! they have a great beer and cheese selection. the fruit is always fresh and usually the best in the area. my one compliant is that they are more expensive than other places, but it is worth the extra cost for great products and service.",love brennan great beer cheese selection fruit always fresh usually best area one compliant expensive place worth extra cost great product service,{'value for money': 0.996},{'value for money': 0.996},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
"This place is really friendly, quick to seat you and get you started for a manipedi, and it was an overall great experience to just relax and enjoy! I totally recommend this place for nails!
",1,"this place is really friendly, quick to seat you and get you started for a manipedi, and it was an overall great experience to just relax and enjoy! i totally recommend this place for nails!",place really friendly quick seat get start manipedi overall great experience relax enjoy totally recommend place nail,"{'value for money': 0.626, 'design and aesthetics': 0.529}","{'value for money': 0.626, 'design and aesthetics': 0.529}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}","{'value for money': 'POSITIVE', 'design and aesthetics': 'POSITIVE'}"
"If you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working....this is your gym....complain to the manager and she gets nasty....try getting in touch with the owner....impossible!  Most unprofessional gym ever!!!!
",0,if you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working....this is your gym....complain to the manager and she gets nasty....try getting in touch with the owner....impossible! most unprofessional gym ever!!!!,like greet morning gym worker slop egg fry pany instead work gym complain manager get nasty try get touch owner impossible unprofessional gym ever,{},{},{},{}
"Tonight was the soft opening. Great selection and fresh! Good choice of broths and reasonable prices.
",1,tonight was the soft opening. great selection and fresh! good choice of broths and reasonable prices.,tonight soft opening great selection fresh good choice broth reasonable price,"{'value for money': 0.965, 'product quality': 0.909, 'design and aesthetics': 0.856, 'content quality': 0.84}","{'value for money': 0.965, 'product quality': 0.909, 'design and aesthetics': 0.856, 'content quality': 0.84}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}","{'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'design and aesthetics': 'POSITIVE', 'content quality': 'POSITIVE'}"
"to much cigarette smoke and crowed ass hell, people here are ghetto, dj was ok, to many fights, dance floor is really small it feels like a sauna lol, its not my type of crowd
",0,"to much cigarette smoke and crowed ass hell, people here are ghetto, dj was ok, to many fights, dance floor is really small it feels like a sauna lol, its not my type of crowd",much cigarette smoke crow hell people ghetto dj ok many fight dance floor really small feel like sauna lol type crowd,{},{},{},{}
"This is one of my favorite bars in Pittsburgh! The drinks will punch you in the face, if that weird looking guy next to you won't. It's a great escape from the bro-scene that is most of Walnut St. and they have booths which themselves would be enough to make me love this place. I've had many sloppy nights here and made many stranger friends. Order a greyhound and watch the bartender squeeze fresh juice into your drink and kick it with strangers at the bar.
",1,"this is one of my favorite bars in pittsburgh! the drinks will punch you in the face, if that weird looking guy next to you will not. it is a great escape from the bro-scene that is most of walnut st. and they have booths which themselves would be enough to make me love this place. i have had many sloppy nights here and made many stranger friends. order a greyhound and watch the bartender squeeze fresh juice into your drink and kick it with strangers at the bar.",one favorite bar pittsburgh drink punch face weird look guy next great escape bro scene walnut st booth would enough make love place many sloppy night make many stranger friend order greyhound watch bartender squeeze fresh juice drink kick stranger bar,"{'content quality': 0.867, 'value for money': 0.829, 'product quality': 0.61, 'functionality': 0.608, 'design and aesthetics': 0.563}","{'content quality': 0.867, 'value for money': 0.829, 'product quality': 0.61, 'functionality': 0.608, 'design and aesthetics': 0.563}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'functionality': 'POSITIVE', 'design and aesthetics': 'NEGATIVE'}","{'content quality': 'POSITIVE', 'value for money': 'POSITIVE', 'product quality': 'POSITIVE', 'functionality': 'POSITIVE', 'design and aesthetics': 'NEGATIVE'}"
"This place sucks hairy balls. Expensive tiny weak drinks and a cover charge on some nights. It is in a crappy off strip location so you would think there would be an incentive to encourage patrons to visit and come back. We will not be back. it cost my boyfriend $20 bucks for a mini sized cranvodka and mini sized soda in a cup full of ice. That along with the cover charge to get into this small dark and hot joint I feel we were raped of our money. Never again!
",0,this place sucks hairy balls. expensive tiny weak drinks and a cover charge on some nights. it is in a crappy off strip location so you would think there would be an incentive to encourage patrons to visit and come back. we will not be back. it cost my boyfriend $20 bucks for a mini sized cranvodka and mini sized soda in a cup full of ice. that along with the cover charge to get into this small dark and hot joint i feel we were raped of our money. never again!,place suck hairy ball expensive tiny weak drink cover charge night crappy strip location would think would incentive encourage patron visit come back back cost boyfriend 20 buck mini size cranvodka mini size soda cup full ice along cover charge get small dark hot joint feel rap money never,"{'value for money': 0.981, 'content quality': 0.518}","{'value for money': 0.981, 'content quality': 0.518}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}","{'value for money': 'NEGATIVE', 'content quality': 'NEGATIVE'}"
"Great food and great service ! I highly recommend going here!
",1,great food and great service ! i highly recommend going here!,great food great service highly recommend go,{'product quality': 0.863},{'product quality': 0.863},{'product quality': 'POSITIVE'},{'product quality': 'POSITIVE'}
"Looks sketch from the outside, but true fish fry happiness awaits! I have been going to this place for about one year.  The first time we went later around 9 pm or so and a lot of the fish was gone.  I had an amazing hamburger instead, meat from Jenifer St Market. Besides the first time, I have always gotten the fish.  The perch is amazing and be sure to get the loaded baked potato.  The craft beer selection is impressive.  Chico-the owner is usually cooking, it's a small kitchen, so be prepared to wait, but it's worth it. My fiance usually gets the walleye and loves it. It's now my go to place for fish!
",1,"looks sketch from the outside, but true fish fry happiness awaits! i have been going to this place for about one year. the first time we went later around 9 pm or so and a lot of the fish was gone. i had an amazing hamburger instead, meat from jenifer st market. besides the first time, i have always gotten the fish. the perch is amazing and be sure to get the loaded baked potato. the craft beer selection is impressive. chico-the owner is usually cooking, it is a small kitchen, so be prepared to wait, but it is worth it. my fiance usually gets the walleye and loves it. it is now my go to place for fish!",look sketch outside true fish fry happiness awaits go place one year first time go later around 9 pm lot fish go amazing hamburger instead meat jenifer st market besides first time always get fish perch amazing sure get loaded bake potato craft beer selection impressive chico owner usually cook small kitchen prepare wait worth fiance usually get walleye love go place fish,{'design and aesthetics': 0.529},{'design and aesthetics': 0.529},{'design and aesthetics': 'POSITIVE'},{'design and aesthetics': 'POSITIVE'}
"I have been coming to the Carrick Cost Cutters for several years and have had Valerie cut and color my hair all those years.  She is professional and talented.  I get what I need and am very pleased with my styles.  My husband uses this salon but he does not limit himself to any one stylist and he is pleased as well.
",1,i have been coming to the carrick cost cutters for several years and have had valerie cut and color my hair all those years. she is professional and talented. i get what i need and am very pleased with my styles. my husband uses this salon but he does not limit himself to any one stylist and he is pleased as well.,come carrick cost cutter several year valerie cut color hair year professional talented get need pleased style husband use salon limit one stylist pleased well,{'value for money': 0.979},{'value for money': 0.979},{'value for money': 'POSITIVE'},{'value for money': 'POSITIVE'}
